flow_id,time_diff
64,1e-06
64,1e-06
64,1e-06
64,1e-06
64,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
65,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
66,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
67,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
68,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
69,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
70,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
71,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
72,1e-06
