payload_length,time_diff
3,0.031254236
2,0.031232556
2,0.031216098
2,0.031203521
2,0.031194007
1,0.031186728
1,0.031181185
1,0.031176953
1,0.03117372
1,0.031171279
1,0.031169439
0,0.031167982
0,0.031166932
0,0.031166075
0,0.031165453
0,0.03116492
0,0.03116457
0,1.681716
0,0.17345327
48,0.060095917
245,0.041175723
512,0.046466433
595,0.04900659
250,0.047478195
0,0.04427649
0,0.04105109
0,0.038430084
1,0.03649014
2,0.035111226
3,0.034143627
3,0.033463813
3,0.032982692
3,0.032639135
3,0.032391883
3,0.032212764
3,0.03208228
2,0.03198693
2,0.03191702
2,0.031865567
1,0.031827733
1,0.031799838
1,0.031779226
1,0.03176399
0,0.031752735
0,0.03174439
0,0.03173821
0,0.031733654
0,0.03173027
0,0.031727776
0,0.031725917
0,0.03172453
0,0.03172353
0,0.03172275
0,0.03172219
0,0.03172178
0,0.031721454
0,0.03172121
0,0.03172105
0,0.03172092
0,1.5876219
0,0.18055683
40,0.06265819
182,0.04155481
338,0.04553742
311,0.047924988
73,0.046675403
0,0.04380594
0,0.04084716
1,0.038419515
3,0.036619756
5,0.035346016
6,0.03446001
6,0.03384465
6,0.033414725
6,0.033111803
6,0.03289655
6,0.03274253
6,0.032631695
6,0.032551635
5,0.032493565
5,0.03245137
5,0.03242062
4,0.032398205
4,0.03238182
4,0.03236983
4,0.032361083
3,0.03235462
3,0.032349918
3,0.03234649
3,0.032343987
3,0.032342106
3,0.032340728
3,0.03233973
3,0.032339014
2,0.032338496
2,0.032338083
2,0.032337796
2,0.03233763
2,0.032337446
2,0.032337315
2,0.032337252
0,1.6555729
0,0.17768835
34,0.07445772
204,0.05981566
429,0.06666179
479,0.069500886
169,0.0678721
0,0.064501755
0,0.061134852
0,0.058410477
0,0.056396373
1,0.054962937
1,0.053954303
1,0.05324313
1,0.052738037
1,0.052376255
1,0.0521152
1,0.05192573
0,0.05178752
0,0.051686376
0,0.051612157
0,0.051557533
0,0.051517308
0,0.05148761
0,0.051465686
0,0.05144945
0,0.05143742
0,0.05142854
0,0.051421948
0,0.051417053
0,0.051413417
0,0.051410694
0,0.05140872
0,0.051407248
0,0.051406138
0,0.051405333
0,0.051404685
0,0.051404268
0,0.051403906
0,0.05140367
0,0.051403496
0,0.05140336
0,1.6203246
0,0.17341857
0,0.06520913
202,0.048509583
526,0.05386976
801,0.056519493
630,0.055262588
126,0.052368257
0,0.049401484
0,0.04696951
0,0.045158632
0,0.04386545
1,0.04295474
1,0.042313218
2,0.041858293
1,0.041533113
1,0.04129892
1,0.04112922
1,0.041005675
0,0.040915374
0,0.040849224
0,0.040800635
0,0.040764887
0,0.04073851
0,0.04071909
0,0.040704783
0,0.040694207
0,0.040686354
0,0.04068059
0,0.040676296
0,0.040673126
0,0.040670786
0,0.040669065
0,0.040667742
0,0.040666807
0,0.04066612
0,0.040665567
0,0.04066519
0,0.040664945
0,0.04066469
0,0.040664535
0,0.040664412
0,1.7361567
0,0.17299388
28,0.06744386
232,0.05361051
542,0.061208177
755,0.064058736
514,0.0621642
64,0.058516547
0,0.05493141
0,0.052044753
1,0.049908537
4,0.048381317
4,0.047299664
5,0.046531588
5,0.04598195
4,0.045585394
4,0.04529706
4,0.04508618
3,0.04493115
3,0.044816785
2,0.044732105
2,0.04466931
1,0.044622675
0,0.044587914
0,0.044561993
0,0.04454263
0,0.04452822
0,0.04451741
0,0.044509348
0,0.0445033
0,0.04449877
0,0.044495407
0,0.04449289
0,0.044491008
0,0.04448954
0,0.04448849
0,0.044487678
0,0.044487096
0,0.044486627
0,0.04448631
0,0.04448605
0,0.044485856
0,2.1434457
0,0.11346917
43,0.041811027
240,0.047092352
559,0.06558639
788,0.06997841
626,0.06621246
153,0.060203027
0,0.054640923
0,0.05022641
0,0.046898663
1,0.044417024
2,0.042556647
3,0.04114829
4,0.0400719
5,0.039242644
5,0.0385997
6,0.03809866
6,0.037706714
6,0.037399042
6,0.03715693
6,0.036965977
6,0.03681515
5,0.036695763
5,0.03660127
5,0.03652629
5,0.0364668
5,0.03641953
4,0.036382046
4,0.03635219
4,0.03632845
4,0.036309566
4,0.03629456
4,0.036282644
4,0.036273103
3,0.03626551
3,0.036259502
3,0.036254674
3,0.03625087
3,0.03624781
3,0.03624538
3,0.036243487
0,1.644894
0,0.17707922
31,0.06544971
167,0.048012044
318,0.053659353
296,0.056409273
70,0.0550999
0,0.052113105
0,0.04907258
1,0.046599668
3,0.044775523
4,0.04348723
5,0.042591035
5,0.04196772
5,0.04153126
5,0.041223027
5,0.04100354
5,0.04084619
5,0.040732756
4,0.04065063
4,0.040591042
4,0.040547684
3,0.04051606
3,0.040492956
3,0.04047607
2,0.040463757
2,0.040454693
2,0.040448084
2,0.04044322
2,0.04043967
2,0.040437058
1,0.040435143
1,0.04043373
1,0.0404327
1,0.040431958
1,0.04043139
1,0.040430985
1,0.04043069
1,0.040430486
1,0.040430304
1,0.04043018
1,0.040430095
0,1.8865259
0,0.14870785
53,0.0587548
185,0.05419044
302,0.06630005
222,0.07004854
37,0.06776158
0,0.06349303
0,0.059370574
1,0.056063425
3,0.05359562
4,0.051800158
5,0.050498284
6,0.04954894
6,0.04885069
6,0.04833301
6,0.047946587
6,0.047656517
6,0.047437925
6,0.047272537
6,0.047147166
6,0.047051895
6,0.046979375
6,0.04692411
6,0.046881925
5,0.046849724
5,0.046825126
5,0.046806306
5,0.046791945
5,0.04678091
5,0.046772435
5,0.046765983
5,0.04676107
5,0.046757292
5,0.046754394
5,0.046752155
5,0.046750467
5,0.04674915
5,0.046748143
5,0.04674739
5,0.04674678
5,0.04674635
0,1.6307718
0,0.18909332
23,0.072888285
172,0.05096728
337,0.05476172
309,0.056962732
64,0.055507164
0,0.05245039
0,0.049342472
0,0.04680273
1,0.04491947
2,0.043582734
3,0.042648472
3,0.041995697
3,0.041536644
3,0.041210994
3,0.040978074
3,0.0408103
3,0.04068878
3,0.040600345
3,0.040535796
3,0.04048853
3,0.040453874
3,0.04042837
3,0.040409625
2,0.04039583
2,0.04038562
2,0.040378097
2,0.04037251
2,0.040368427
2,0.04036538
2,0.040363133
2,0.040361457
2,0.04036023
2,0.04035933
2,0.040358666
2,0.040358186
2,0.040357824
2,0.04035753
2,0.040357344
2,0.040357202
2,0.0403571
0,1.7776712
0,0.16310881
41,0.06259762
229,0.05247743
513,0.06346657
681,0.06826301
424,0.06724795
40,0.06391634
0,0.06040364
0,0.057497554
2,0.055311672
4,0.053727794
5,0.05259137
5,0.05177381
6,0.051181395
6,0.05074874
6,0.050430644
6,0.050195493
6,0.050020836
6,0.049890753
6,0.049793538
6,0.049720738
6,0.04966613
6,0.04962509
5,0.049594205
5,0.049570974
5,0.049553424
5,0.049540203
4,0.04953025
4,0.049522728
4,0.04951701
4,0.049512733
4,0.049509495
4,0.04950701
4,0.049505185
3,0.049503777
3,0.049502738
3,0.049501933
3,0.049501322
3,0.049500845
3,0.04950049
3,0.049500246
0,1.5709589
0,0.19241858
65,0.07453867
228,0.05193187
419,0.05496484
408,0.057045087
114,0.055833027
0,0.05311267
0,0.05030744
0,0.048004627
2,0.046298433
3,0.04509332
4,0.044257764
4,0.043679997
4,0.043278396
4,0.04299695
4,0.042798154
3,0.042656682
3,0.0425555
2,0.04248283
2,0.0424304
1,0.042392537
0,0.04236511
0,0.042345207
0,0.04233076
0,0.04232023
0,0.042312562
0,0.042307016
0,0.042302914
0,0.042299952
0,0.042297833
0,0.042296242
0,0.042295087
0,0.042294268
0,0.04229368
0,0.042293206
0,0.042292885
0,0.042292632
0,0.042292465
0,0.042292316
0,0.042292237
0,0.042292167
0,1.7403733
0,0.16351706
18,0.05387575
203,0.03910563
484,0.04704003
661,0.050179366
384,0.048321877
22,0.04457351
0,0.04086063
0,0.03786736
3,0.03565404
5,0.03407325
6,0.032953814
6,0.032157924
6,0.031587165
6,0.03117407
6,0.030872798
6,0.030651623
5,0.030488482
5,0.03036773
5,0.03027804
4,0.03021138
4,0.030161561
4,0.030124439
3,0.030096663
3,0.030075895
3,0.03006036
2,0.030048715
2,0.030039942
2,0.030033426
2,0.030028468
2,0.03002478
1,0.030022016
1,0.030019915
1,0.030018384
1,0.030017229
1,0.030016331
1,0.030015668
1,0.03001515
1,0.030014774
0,0.030014502
0,0.030014293
0,1.9405895
0,0.14003707
14,0.045497917
205,0.0400501
498,0.05248063
700,0.056425344
448,0.0541113
40,0.049731333
0,0.045497157
0,0.042101953
2,0.039568603
3,0.03772381
4,0.03638386
4,0.035404555
4,0.034682713
4,0.034146417
3,0.033745393
3,0.03344398
3,0.033216394
2,0.0330441
2,0.03291329
2,0.032813802
1,0.032737922
1,0.032680046
0,0.032635786
0,0.032601945
0,0.032576103
0,0.032556284
0,0.03254106
0,0.032529403
0,0.032520447
0,0.03251362
0,0.032508336
0,0.032504287
0,0.03250121
0,0.03249882
0,0.032496978
0,0.032495566
0,0.0324945
0,0.03249363
0,0.032493033
0,0.032492526
0,1.5432082
0,0.1887687
55,0.081295185
238,0.06299142
479,0.06723294
536,0.069474295
206,0.06816449
0,0.06532387
0,0.06242296
3,0.060048614
6,0.058287624
8,0.05703936
9,0.056169398
10,0.055564184
10,0.055140804
11,0.05484239
11,0.054630365
11,0.05447875
11,0.054369822
11,0.054291226
10,0.054234315
10,0.054193027
10,0.054163024
10,0.054141168
10,0.054125212
10,0.054113578
10,0.054105062
9,0.05409886
9,0.05409431
9,0.054090966
9,0.05408854
9,0.054086775
9,0.054085452
9,0.054084502
9,0.0540838
9,0.054083243
9,0.054082893
9,0.054082613
9,0.0540824
9,0.05408227
9,0.054082133
9,0.05408207
0,1.5635772
0,0.18320982
25,0.07112273
215,0.050486296
517,0.053189624
739,0.05444528
527,0.052529
80,0.04932202
0,0.046193447
0,0.043668594
0,0.041801702
1,0.040475447
2,0.039546635
2,0.03889657
2,0.03843883
3,0.038113836
3,0.03788137
2,0.03771391
2,0.037592642
2,0.037504453
2,0.03744008
1,0.037393034
1,0.03735856
0,0.037333198
0,0.037314605
0,0.037300903
0,0.037290808
0,0.03728336
0,0.03727786
0,0.03727382
0,0.03727087
0,0.03726864
0,0.03726702
0,0.0372658
0,0.037264913
0,0.03726426
0,0.037263796
0,0.037263453
0,0.03726315
0,0.037262972
0,0.037262816
0,0.037262723
0,1.6858522
0,0.17733417
31,0.06593389
218,0.04802678
491,0.053605974
615,0.056014184
305,0.054239765
8,0.05081932
0,0.047432266
2,0.04469692
5,0.04267501
6,0.041235473
7,0.040221952
8,0.039506823
8,0.03899832
9,0.03863355
9,0.03836985
9,0.038177956
9,0.03803753
9,0.03793448
9,0.037858553
9,0.03780246
9,0.03776099
9,0.037730273
9,0.037707463
9,0.03769057
9,0.03767794
9,0.037668575
9,0.037661597
9,0.03765643
9,0.037652552
9,0.037649684
9,0.03764754
8,0.03764597
8,0.03764475
8,0.03764387
8,0.03764322
8,0.037642732
8,0.037642322
8,0.03764207
8,0.037641894
8,0.03764172
0,1.8432587
0,0.14894374
12,0.05826435
208,0.049638376
524,0.059645455
798,0.0628379
662,0.060582306
169,0.056449734
0,0.052428134
0,0.049178123
0,0.046741847
1,0.044966534
1,0.043680653
2,0.042745404
2,0.042060114
2,0.041554205
1,0.041178066
1,0.04089687
1,0.04068582
0,0.040526703
0,0.04040658
0,0.040315524
0,0.040246457
0,0.04019394
0,0.04015403
0,0.04012361
0,0.04010041
0,0.04008279
0,0.040069323
0,0.04005903
0,0.040051166
0,0.040045142
0,0.040040568
0,0.040037055
0,0.040034395
0,0.04003233
0,0.0400308
0,0.040029604
0,0.04002865
0,0.040027983
0,0.040027443
0,0.04002705
0,1.8516233
0,0.15239534
0,0.04617515
182,0.034400377
499,0.044531114
787,0.04866168
642,0.04715495
147,0.043514986
0,0.039829433
0,0.036831856
0,0.0345971
2,0.03298507
3,0.031830393
3,0.030999573
3,0.030396806
3,0.029955806
2,0.029630898
2,0.029390166
2,0.02921099
2,0.029077211
1,0.028977046
1,0.028901866
1,0.028845364
0,0.028802833
0,0.028770747
0,0.02874654
0,0.0287283
0,0.028714517
0,0.028704094
0,0.028696178
0,0.02869018
0,0.028685676
0,0.028682275
0,0.028679678
0,0.028677734
0,0.028676214
0,0.028675085
0,0.028674228
0,0.028673591
0,0.02867311
0,0.02867276
0,0.028672462
0,1.8626107
0,0.13518606
21,0.044598024
234,0.04071622
566,0.05275508
803,0.05621009
578,0.053546928
95,0.048949983
0,0.044585716
0,0.041111454
3,0.03852659
5,0.036644064
6,0.03527355
7,0.03426787
7,0.033522766
8,0.032966066
8,0.03254726
8,0.032230634
8,0.031990252
8,0.031807277
8,0.0316676
8,0.031560753
8,0.031478994
8,0.03141626
8,0.031368107
8,0.03133109
8,0.03130265
8,0.031280767
7,0.031263933
7,0.031250913
7,0.031240968
7,0.031233246
7,0.031227326
7,0.031222744
7,0.031219216
7,0.03121649
7,0.031214373
7,0.031212749
7,0.031211505
7,0.03121057
7,0.031209843
7,0.031209206
0,1.7256601
0,0.1702672
57,0.06685581
260,0.051426053
555,0.058327958
692,0.061178893
404,0.059453793
28,0.055950105
0,0.05245834
0,0.04963115
1,0.04753502
3,0.04603614
5,0.04497467
5,0.04422068
6,0.043680646
6,0.043290403
7,0.04300614
7,0.042797823
7,0.04264428
7,0.042530812
6,0.042446565
6,0.04238394
6,0.042337317
6,0.04230247
6,0.04227647
6,0.04225703
5,0.042242453
5,0.042231552
5,0.042223405
5,0.042217284
5,0.042212673
5,0.042209253
5,0.042206656
5,0.042204708
5,0.042203266
5,0.042202204
4,0.042201314
4,0.042200744
4,0.042200297
4,0.042199932
4,0.04219968
4,0.042199492
0,1.5664531
0,0.19152409
53,0.07383096
271,0.05134928
610,0.053806446
847,0.05531944
696,0.05376134
198,0.050874487
0,0.047999565
0,0.045669656
0,0.043953564
3,0.042746145
5,0.041912433
6,0.041338902
6,0.04094285
7,0.040667456
7,0.040474582
7,0.040338606
7,0.040242266
7,0.040173575
7,0.040124565
6,0.040089443
6,0.040064182
6,0.04004606
6,0.040032987
5,0.040023517
5,0.040016696
5,0.040011786
4,0.04000822
4,0.040005665
4,0.040003803
4,0.04000245
4,0.040001497
3,0.040000744
3,0.04000021
3,0.039999858
3,0.039999608
3,0.039999414
3,0.039999258
3,0.03999918
3,0.03999909
3,0.03999903
0,2.0174985
0,0.12039524
67,0.04234665
237,0.044317767
442,0.06076221
439,0.065509446
132,0.06272704
0,0.057627168
0,0.052758962
0,0.048860386
0,0.045924786
2,0.043749128
2,0.042131696
3,0.04091823
3,0.039999116
3,0.039297387
3,0.03875819
3,0.03834188
2,0.03801917
2,0.037768252
1,0.03757265
1,0.037419826
0,0.03730022
0,0.037206516
0,0.037133057
0,0.037075266
0,0.03702989
0,0.036994264
0,0.036966182
0,0.03694408
0,0.036926698
0,0.036912993
0,0.036902193
0,0.036893666
0,0.036886994
0,0.0368817
0,0.03687753
0,0.036874235
0,0.03687169
0,0.03686964
0,0.03686799
0,0.03686672
0,1.9476084
0,0.12400763
63,0.051334683
274,0.052098885
598,0.066652715
794,0.07103702
606,0.06865897
140,0.06407161
0,0.059580434
0,0.05590803
0,0.053095605
0,0.05098438
1,0.049400453
2,0.04820431
2,0.04729361
3,0.046595197
3,0.046056267
3,0.045638356
4,0.04531302
4,0.045058846
4,0.04485989
3,0.044703744
3,0.044581056
3,0.04448444
3,0.04440834
3,0.044348355
2,0.044300966
2,0.04426353
2,0.044234034
2,0.044210646
2,0.044192202
2,0.044177573
1,0.04416597
1,0.04415689
1,0.044149667
1,0.044143878
1,0.044139393
1,0.04413583
1,0.044133015
1,0.044130698
1,0.044128925
1,0.044127543
0,1.8157281
0,0.15136221
21,0.05011538
195,0.039384093
431,0.048591245
533,0.05190816
221,0.049984753
0,0.04617424
0,0.04241711
0,0.039375737
2,0.037101887
3,0.035451747
4,0.034261066
4,0.03339759
4,0.0327661
3,0.032300234
3,0.03195414
3,0.03169548
2,0.03150133
1,0.03135505
1,0.031244604
0,0.031160986
0,0.031097608
0,0.03104944
0,0.031012928
0,0.030985126
0,0.030963955
0,0.030947847
0,0.030935569
0,0.030926222
0,0.030919122
0,0.030913712
0,0.030909533
0,0.030906362
0,0.030904
0,0.030902145
0,0.03090073
0,0.030899668
0,0.030898837
0,0.030898212
0,0.030897746
0,0.030897407
0,1.6981493
0,0.16639578
21,0.06456619
220,0.05152585
524,0.059121277
731,0.061996553
474,0.060100123
46,0.05641291
0,0.05276773
0,0.04981647
1,0.04761833
3,0.0460341
4,0.044900928
5,0.044086922
5,0.0434971
5,0.04306594
5,0.042748366
5,0.04251299
5,0.042337764
5,0.04220683
4,0.042108748
4,0.042035013
4,0.041979574
4,0.041937795
3,0.04190627
3,0.04188248
3,0.041864485
3,0.04185087
2,0.041840576
2,0.041832767
2,0.04182689
2,0.041822422
2,0.041819036
1,0.041816454
1,0.04181455
1,0.041813053
1,0.041811943
1,0.04181107
1,0.04181045
1,0.04180995
1,0.041809592
1,0.041809294
0,1.900005
0,0.14035597
11,0.04653462
143,0.039731875
268,0.051542316
212,0.055704787
29,0.053813692
0,0.049780447
0,0.04576957
0,0.04250603
1,0.040049437
2,0.038251046
2,0.03694066
3,0.0359811
3,0.03527289
3,0.034746185
3,0.034351822
3,0.034055103
3,0.03383088
3,0.033660896
3,0.03353167
3,0.03343327
3,0.03335817
3,0.03330083
3,0.033256967
3,0.033223324
2,0.033197626
2,0.033177882
2,0.03316276
2,0.033151157
2,0.033142228
2,0.033135414
2,0.033130158
2,0.03312612
2,0.033123016
2,0.033120617
2,0.0331188
2,0.033117384
2,0.033116292
2,0.033115514
2,0.033114865
2,0.033114374
0,1.7456129
0,0.16681117
5,0.056140788
218,0.03953925
558,0.045786176
854,0.048292845
729,0.046431437
213,0.042917874
0,0.039470945
0,0.03670154
0,0.034658764
3,0.033204142
4,0.032178093
4,0.0314522
4,0.030934451
4,0.030561948
3,0.030291853
3,0.03009473
3,0.029950252
2,0.029843936
2,0.029765407
1,0.029707285
1,0.029664243
0,0.029632287
0,0.029608535
0,0.02959088
0,0.029577708
0,0.029567933
0,0.029560653
0,0.029555188
0,0.029551113
0,0.029548088
0,0.029545804
0,0.02954418
0,0.029542895
0,0.029541986
0,0.02954126
0,0.029540742
0,0.02954034
0,0.029540041
0,0.029539874
0,0.029539676
0,1.8755512
0,0.14341752
28,0.042330638
263,0.035298288
629,0.047096927
904,0.05115535
778,0.049076304
258,0.044871222
0,0.040744293
0,0.03741618
0,0.03492899
3,0.033118214
5,0.031803526
6,0.030842477
6,0.030133264
6,0.029605353
6,0.02920963
6,0.028911343
6,0.028685534
6,0.028514033
6,0.028383432
6,0.028283784
6,0.028207647
6,0.028149368
6,0.028104732
5,0.028070515
5,0.028044218
5,0.028024076
5,0.028008563
5,0.027996635
5,0.027987512
5,0.027980449
5,0.027975036
5,0.027970882
4,0.027967704
4,0.027965212
4,0.027963316
4,0.027961822
4,0.027960708
4,0.027959863
4,0.027959174
4,0.02795867
0,1.7366447
0,0.16311245
0,0.05257889
193,0.036366493
518,0.043172352
808,0.045954764
663,0.044116057
157,0.040509973
0,0.036951087
0,0.03408885
0,0.031978596
3,0.030476412
4,0.029416187
4,0.028664703
4,0.028127002
4,0.027738547
4,0.027455537
4,0.0272479
3,0.027094843
3,0.026981609
2,0.0268975
2,0.026834963
2,0.02678834
1,0.02675354
1,0.026727477
0,0.02670806
0,0.026693484
0,0.026682595
0,0.026674429
0,0.026668316
0,0.026663734
0,0.026660306
0,0.02665771
0,0.026655791
0,0.026654312
0,0.02665322
0,0.026652427
0,0.02665182
0,0.026651314
0,0.026650975
0,0.026650714
0,0.026650546
0,1.8896565
0,0.1402979
20,0.05171814
239,0.04799989
597,0.06097392
906,0.0651236
848,0.0628598
378,0.058470514
0,0.05421621
0,0.050805703
0,0.048261773
4,0.046407823
5,0.045058325
5,0.044068523
5,0.043335892
5,0.0427891
5,0.042378247
5,0.04206798
5,0.04183274
5,0.0416539
5,0.041517504
4,0.041413303
4,0.041333582
4,0.041272532
3,0.041225668
3,0.041189656
2,0.041162048
2,0.0411408
1,0.041124444
1,0.04111186
1,0.04110217
0,0.04109469
0,0.041088954
0,0.041084547
0,0.04108113
0,0.041078523
0,0.04107645
0,0.041074887
0,0.04107372
0,0.041072767
0,0.041072067
0,0.041071508
0,1.6225898
0,0.16561595
10,0.05418598
184,0.03553979
422,0.039248277
529,0.04079188
219,0.03886768
0,0.035586376
0,0.032392
0,0.029820403
2,0.02791951
2,0.02656571
3,0.025612583
3,0.024940377
3,0.024462761
3,0.024120396
3,0.023873014
3,0.02369309
2,0.023561606
2,0.023465192
1,0.023394195
1,0.023341926
1,0.023303298
0,0.023274714
0,0.0232536
0,0.023237957
0,0.023226378
0,0.023217762
0,0.023211373
0,0.02320669
0,0.02320317
0,0.023200577
0,0.023198577
0,0.023197187
0,0.02319611
0,0.023195306
0,0.023194762
0,0.023194293
0,0.023193995
0,0.023193749
0,0.023193581
0,0.023193425
0,1.9227253
0,0.15171373
3,0.054643236
201,0.04669451
519,0.059253015
786,0.06386953
609,0.06210736
119,0.05805595
0,0.05400326
0,0.05071633
0,0.048258387
3,0.04647307
3,0.045182515
4,0.044244576
4,0.043557145
4,0.043049157
4,0.042671077
4,0.042388223
4,0.04217571
4,0.04201538
4,0.041894164
4,0.0418023
4,0.04173253
3,0.04167951
3,0.041639157
3,0.041608356
